scenario_id,drop_id,target_id,mpc_id,PathDelay,PathAOD,PathZOD,PathAOA,PathZOA,PathRSS
uma_trp1_h38901_isac_1_target,119,119,1,1.2965055137598e-06,0,0,0,0,NaN
uma_trp1_h38901_isac_1_target,119,119,2,1.78372073861222e-06,-167.974320145666,83.7802152663307,-76.6596381708534,101.842551359035,-146.827374799144
uma_trp1_h38901_isac_1_target,119,119,3,3.53871962310592e-06,-169.987920145666,82.8351495162817,179.226318774135,86.8513789091608,-140.300569132087
uma_trp1_h38901_isac_1_target,119,119,4,3.54372435818201e-06,-169.772120145666,84.1616776281786,179.226318774135,86.8513789091608,-144.366160879037
uma_trp1_h38901_isac_1_target,119,119,5,3.55321079928573e-06,-168.911120145666,83.3078683253878,179.226318774135,86.8513789091608,-150.139681293876
uma_trp1_h38901_isac_1_target,119,119,6,2.50942674039239e-06,143.051060758759,90.6045669352313,179.226318774135,86.8513789091608,-154.663060762669
uma_trp1_h38901_isac_1_target,119,119,7,2.45690570800969e-06,-165.960320145666,84.3328857305326,179.226318774135,86.8513789091608,-160.613010331716
uma_trp1_h38901_isac_1_target,119,119,8,2.46138741403732e-06,-103.062937529324,77.6936807937443,-35.6883968299434,77.6510373131809,-165.304322103307
uma_trp1_h38901_isac_1_target,119,119,9,1.76132597345934e-06,-169.527520145666,84.6233147660203,-54.4310708737241,72.8826477066735,-154.362652864177
uma_trp1_h38901_isac_1_target,119,119,10,3.58075774605065e-06,145.59246075876,90.9860292970793,-54.4310708737241,72.8826477066735,-151.446003946194
uma_trp1_h38901_isac_1_target,119,119,11,3.64084148185528e-06,-170.359920145666,84.2526365809062,-54.1708360325926,101.292612096427,-171.219631550793
uma_trp1_h38901_isac_1_target,119,119,12,3.54820606420965e-06,-169.987920145666,82.8351495162817,-173.081681225865,87.5275789091608,-149.890842418255
uma_trp1_h38901_isac_1_target,119,119,13,1.81574939140477e-06,122.226886603165,100.801237477199,-173.081681225865,87.5275789091608,-154.478465062428
uma_trp1_h38901_isac_1_target,119,119,14,3.54320132913356e-06,-170.768920145666,86.0408018306448,-173.081681225865,87.5275789091608,-158.966885347692
uma_trp1_h38901_isac_1_target,119,119,15,1.77371126846005e-06,100.029166328195,66.8300116342721,-173.081681225865,87.5275789091608,-151.540093666591
uma_trp1_h38901_isac_1_target,119,119,16,3.63991109017017e-06,-169.244720145666,83.9324580923597,-173.081681225865,87.5275789091608,-152.890076038668
uma_trp1_h38901_isac_1_target,119,119,17,3.36443269760368e-06,-168.911120145666,83.3078683253878,-173.081681225865,87.5275789091608,-169.269648717943
uma_trp1_h38901_isac_1_target,119,119,18,3.5487290932581e-06,139.922860758759,91.6437897042118,-173.081681225865,87.5275789091608,-144.006141659454
uma_trp1_h38901_isac_1_target,119,119,19,3.4675190276772e-06,121.150086603165,102.436862406378,-73.5921381708534,104.856051359035,-155.351656164436
