scenario_id,drop_id,target_id,position_error_x_m,position_error_y_m,position_error_z_m,position_error_3d_m,position_error_h_m,position_error_v_m,range_error_m,velocity_error,doppler_error_hz,rx_azimuth_error_deg,rx_elevation_error_deg
uma_trp1_h38901_isac_1_target,1,1,1.59428546298233,-4.17981305953427,4.7615646707006,6.53338208460168,4.47354259509508,4.7615646707006,-0.0486917224270087,-0.199406187511329,NaN,-0.796769821871479,0.853347487177967
uma_trp1_h38901_isac_1_target,2,2,-1.20323792841843,0.450273236804907,1.00723858093087,1.6325002478049,1.28472857062005,1.00723858093087,0.0185214183515825,-0.248440063519015,NaN,0.430765763526566,0.646927585836956
uma_trp1_h38901_isac_1_target,3,3,-0.257819918562859,3.31640048787568,-3.03378109147704,4.50208962787209,3.32640696644139,-3.03378109147704,0.185240764443506,-0.196390965490679,NaN,0.57960357667735,-0.715047636534031
uma_trp1_h38901_isac_1_target,4,4,-4.29507655246381,0.919726305205899,1.73617066830569,4.72312054234244,4.39244568185107,1.73617066830569,-0.143880336151398,0.179601107747859,NaN,1.38333772300958,0.5855161349462
uma_trp1_h38901_isac_1_target,5,5,2.24901810443617,-3.78982046593559,-2.29972862227325,4.9708724922501,4.40690612540203,-2.29972862227325,-0.0137710903588868,-0.338029882359951,NaN,-0.844999630391836,-0.444270576682888
uma_trp1_h38901_isac_1_target,6,6,-2.07762166258306,1.4675576599787,0.917870940587839,2.70420493339025,2.54366610587878,0.917870940587839,-0.136229191225993,-0.119869825508278,NaN,0.826866232049717,0.303548062747025
uma_trp1_h38901_isac_1_target,7,7,0.341508637809312,0.125495378291632,-2.46292784533098,2.48965676569635,0.363836831108303,-2.46292784533098,-0.283719532331389,-0.282054046074801,NaN,-0.018520566155896,-0.600994447505421
uma_trp1_h38901_isac_1_target,8,8,-6.47948819951402,-2.03126130240076,2.57466075052417,7.26213933951711,6.79041897133544,2.57466075052417,0.345466096743678,0.171551841387202,NaN,3.24575768604579,1.21583076294061
uma_trp1_h38901_isac_1_target,9,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
uma_trp1_h38901_isac_1_target,10,10,1.79236462259635,0.788050513194577,-1.12310157894089,2.25719997082685,1.95795672875608,-1.12310157894089,0.514905936372713,-0.426389697618414,NaN,0.353935127829084,-0.436524465052806
uma_trp1_h38901_isac_1_target,11,11,-0.308255517042653,-0.105583165728592,-0.286161192802012,0.433655966104901,0.325836260524369,-0.286161192802012,-0.415249695500933,-0.312021535106378,NaN,-0.032297830954835,-0.0215357007918584
uma_trp1_h38901_isac_1_target,12,12,4.47899504605708,2.68365236751401,-1.58900390278032,5.45786772057719,5.22143530576292,-1.58900390278032,0.155899922736239,0.195089053901383,NaN,-2.77153325828765,-1.17511067391116
uma_trp1_h38901_isac_1_target,13,13,0.183992178982479,-0.593394100937033,0.393399273966232,0.735345272447405,0.621264582085274,0.393399273966232,-0.127555381885529,-0.291801477972275,NaN,-0.338745982252,0.222184390669434
uma_trp1_h38901_isac_1_target,14,14,0.0545859158681026,-0.234504612757291,2.32215165925213,2.33460068623802,0.240773826683065,2.32215165925213,0.514838601535558,0.221435148315051,NaN,-0.0497033854105382,0.844856937544826
uma_trp1_h38901_isac_1_target,15,15,0.674518919334378,-0.232000876500628,0.0800546171358079,0.717780552092238,0.713302305644022,0.0800546171358079,0.208722610262534,0.0446026289599608,NaN,-0.940336394585032,0.0472737481557548
uma_trp1_h38901_isac_1_target,16,16,3.60027815867278,-1.6335823324026,-0.858076144464718,4.04560115758507,3.95355461029112,-0.858076144464718,0.326570243370497,-0.107843453358063,NaN,-1.20723201700492,-0.338177452138062
uma_trp1_h38901_isac_1_target,17,17,0.747901452795332,1.03884094003937,0.697586565845313,1.45779768783021,1.2800574525369,0.697586565845313,0.691961496877639,-0.364132225329423,NaN,0.370778678216588,0.0932755305216943
uma_trp1_h38901_isac_1_target,18,18,1.62545244102773,-2.04930062799288,-0.035465623773888,2.61591026459332,2.61566983809789,-0.035465623773888,0.0174522818726359,-0.226550053568072,NaN,-0.821854911099734,-0.0145738577611851
uma_trp1_h38901_isac_1_target,19,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
uma_trp1_h38901_isac_1_target,20,20,1.23086355969065,0.200259243471265,-3.04332376937232,3.2889129560383,1.24704806129115,-3.04332376937232,0.425246008644251,-0.273889358100174,NaN,0.010171518599619,-0.724924054043768
uma_trp1_h38901_isac_1_target,21,21,0.263682510915714,-0.00928535993933011,0.259098920246274,0.369793097481286,0.263845948371429,0.259098920246274,0.340464003461804,-0.237076814239987,NaN,-0.131283151691793,0.0234957091206454
uma_trp1_h38901_isac_1_target,22,22,-0.183710408484245,1.27998204695882,-0.561172720553031,1.40961639356785,1.29309843195417,-0.561172720553031,0.114088648920074,-0.25895613362704,NaN,0.793218836114754,-0.399983318060478
uma_trp1_h38901_isac_1_target,23,23,1.5205587797962,6.5409743342649,-3.37807151741274,7.51716777922927,6.71538861454253,-3.37807151741274,0.396330364681774,-0.380124681420346,NaN,1.28536673425082,-0.735088059768135
uma_trp1_h38901_isac_1_target,24,24,1.70822609149121,-2.96883076099334,1.27839397117134,3.65599283541405,3.42519962441193,1.27839397117134,0.574738858078206,-0.170549631978481,NaN,-0.683342095978759,0.201479138842508
uma_trp1_h38901_isac_1_target,25,25,3.02360555762721,-3.49566348852457,1.58168712857531,4.8850371509149,4.62188855265009,1.58168712857531,-0.42630272505977,-0.105481159008643,NaN,-0.958654709630693,0.390273431100095
uma_trp1_h38901_isac_1_target,26,26,0.751725997163675,2.15447838493722,-1.67332473535033,2.82964392740653,2.2818564998644,-1.67332473535033,0.544220517667554,-0.181298863694125,NaN,0.677625160880546,-0.599280387593044
