bistatic_range_m,log_R,az_off_boresight,rx_elevation_deg,radial_velocity,abs_bistatic_doppler_hz,speed,abs_frac_u,abs_frac_v,n_mpc,rss_max,rss_total_db,k_factor_db,dom_excess_delay,rms_delay_spread,aoa_spread_w,zoa_spread_w,first_rss_minus_dom,n_targets,nn_norm_range_sep,nn_norm_ang_sep,detected
401.662445628322,5.302464867832326,-45.2018755413469,14.5914469744178,-12.9959450669515,346.902492408954,13.778280867527394,0.025372072101202292,0.061596713692432914,1,-107.966143194791,-107.96614319479102,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
452.026114074609,5.4205927721047535,-35.69530279951223,40.4282131812471,6.58166443910622,175.685245387153,13.778280867527394,0.21286462057914868,0.24816595956916743,1,-108.382858524939,-108.38285852493898,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
450.349703795071,5.416877219947978,-27.68086771044767,4.84129052067968,1.91479584412327,51.1119004703892,13.778280867527394,0.18755184962620675,0.2993296116264248,1,-99.9406208739468,-99.94062087394681,60.0,0.0,0.0,8.537736462515939e-7,0.0,0.0,1,,,1
651.746594247351,5.786508646689344,15.139997776501502,32.4037376179824,1.51122023329875,40.3392029444113,13.778280867527394,0.056355720145877086,0.14821992023082942,1,-108.748679162254,-108.74867916225399,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
602.932864126601,5.708658673528749,30.015801165838603,21.6743859029386,6.43614404798637,171.800850207292,13.778280867527394,0.12413383109576692,0.18139675780732567,1,-113.971614821752,-113.97161482175198,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
213.120722829104,4.668711598439406,27.589141942426103,19.3157261307841,14.7490513703659,393.698392436176,13.778280867527394,0.014121739228267316,0.4152503067814344,1,-85.796612490644,-85.796612490644,60.0,0.0,1.0587911840678754e-22,-0.0,0.0,0.0,1,,,1
546.969152675974,5.611245226626469,-8.8332517206839,19.295282173987,-7.90506255115881,211.010887435903,13.778280867527394,0.36212412207439293,0.4260263195262848,1,-100.88340283377,-100.88340283377,60.0,0.0,0.0,8.537736462515939e-7,0.0,0.0,1,,,1
247.187374029854,4.816999467788159,47.9866672963812,67.3136819877387,-4.53297339707448,120.999262567481,13.778280867527394,0.16992945154206573,0.47583309219290726,1,-124.312058893297,-124.31205889329702,60.0,0.0,1.0587911840678754e-22,-0.0,0.0,0.0,1,,,1
617.866356393882,5.7331250017221205,5.149154715667997,4.5607870339687,22.4461789490403,599.158843959782,13.778280867527394,0.137133033738841,0.45546512788516846,1,-105.991674494512,-105.99167449451201,60.0,0.0,0.0,8.537736462515939e-7,0.0,0.0,1,,,1
490.17133273714,5.501607808075613,2.3457086092481987,31.6969624095188,2.44108375796394,65.1601738430054,13.778280867527394,0.11436496947012897,0.18635059935557763,1,-104.577891911283,-104.57789191128299,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
500.80246777314,5.523064566875823,-32.14146816010061,6.86235720492047,-11.3360034464284,302.593449669374,13.778280867527394,0.09759202910409215,0.17649342082773556,1,-98.9403248890192,-98.9403248890192,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
474.133327501776,5.468341383232182,37.3045501010544,24.7877906422298,15.1834711309162,405.294416958457,13.778280867527394,0.39314802404179616,0.4162762064250085,1,-108.522024381689,-108.52202438168901,60.0,0.0,0.0,1.2074182697257333e-6,0.0,0.0,1,,,1
524.24499401942,5.568811940334186,-4.907372188635101,26.3200402321228,5.83415210703489,155.731799157113,13.778280867527394,0.45365691178507417,0.18831123236375902,1,-100.302834247456,-100.30283424745602,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
127.065841499292,4.151558208558911,-50.0274574861229,65.1840638643934,12.0921213591962,322.776605810994,13.778280867527394,0.292530864422913,0.045144890965282514,1,-111.893093709807,-111.89309370980702,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
308.68888362805,5.039186740024596,47.747547611181204,26.7795481073801,-11.5912629436049,309.407125421724,13.778280867527394,0.1456512149879856,0.41788482902866164,1,-105.071626383358,-105.071626383358,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
377.568075711205,5.240603704880908,36.842744688855504,28.6883990408621,-4.98836457706975,133.15507998188,13.778280867527394,0.1675717824567471,0.3614683996712582,1,-104.386709646933,-104.386709646933,60.0,0.0,0.0,-0.0,0.0,0.0,1,,,1
426.142880710055,5.3616275102030055,-8.4601752057604,-0.571378249375023,-15.4705182456527,412.956603819658,13.778280867527394,0.29233212964990773,0.3191125259087288,1,-92.008386284263,-92.00838628426298,60.0,0.0,2.117582368135751e-22,-0.0,0.0,0.0,1,,,1
103.733588872077,3.948678786492911,-27.39051147646166,-3.85246077755449,-17.1709892159984,458.347501891557,13.778280867527394,0.311577555753626,0.14999912907779267,20,-76.2912568595973,-71.40779808031164,-3.177599819075567,9.432440196835799,2.531832206867829e-7,114.0100425779159,8.273994519364667,1.4505651398257993e-8,1,,,
